,ISO,Year,Risk.ext.debt.distress,Debt.Indicator,Inflation,Cur.acc.bal,Gen.gov.len.bor,Vol.Exp.Goods,GDP,GDP.per.cap,Gen.gov.rev,US.int.rates,Ext.Debt.Serv,Real.GDP.growth,Exch.Rate,Control.of.Corruption,Government.Effectiveness,Pol.Stability.Absence.of.Violence,Regulatory.Quality,Rule.of.Law,Voice.and.Accountability
3884,TGO,2018,Moderate,0,0.928,-3.451,-0.775,1.649,5.358,679.222,23.893,2.409470035,125614761.2,4.931155222,555.4464584,-0.7301584,3.942209,-0.884303,-0.6515545,1.9091229,-0.743248
3885,UGA,2018,Low,0,2.623,-6.808,-2.735,10.107,33.754,869.431,13.22,2.409470035,529039099,6.162619139,3727.068995,-1.038054,4.3939601,-0.6932233,-0.2512031,2.2051622,-0.6650828
3886,ZMB,2018,High,1,6.993,-1.263,-8.428,7.283,27.005,1519.45,18.925,2.409470035,1448582910,4.034378235,10.45833333,-0.6562852,4.4407907,0.0938291,-0.4842296,2.1549504,-0.3190484
3887,BEN,2019,Moderate,0,-0.933,-4.332,-0.54,-4.384,14.392,1218.21,14.062,3.276918795,514019288.8,6.865687335,585.9508138,-0.3237639,4.5593483,-0.3478641,-0.3759647,1.8358741,0.0920652
3888,BFA,2019,Moderate,0,-3.233,-4.772,-3.468,-2.922,15.746,774.695,20.399,3.276918795,157089891.5,5.699434934,585.9110132,-0.1886562,4.2414891,-1.188618,-0.376492,2.0737409,-0.1800907
3889,BDI,2019,High,1,-0.709,-17.874,-8.259,5.098,3.111,269.826,21.784,3.276918795,40373276.4,1.842476677,1845.622891,-1.45847,3.673678,-1.64903,-0.9495389,1.068095,-1.708204
3890,CMR,2019,High,1,2.452,-4.356,-3.311,-2.231,38.863,1523.66,15.743,3.276918795,1170797719,3.720711422,585.9110132,-1.208662,4.1878535,-1.555283,-0.8270048,1.381091,-1.19461
3891,CAF,2019,High,1,2.685,-4.929,1.425,-1.781,2.277,479.863,18.347,3.276918795,38025686.9,2.970275648,585.9110132,-1.22844,3.252799,-2.182968,-1.372812,0.771614,-1.201646
3892,TCD,2019,High,1,-0.972,-4.878,-0.172,9.571,10.934,685.677,14.249,3.276918795,156978915.5,3.247181917,585.9110132,-1.420567,3.431596,-1.340024,-1.119248,1.216642,-1.41773
3893,COM,2019,Moderate,0,3.701,-3.806,-2.204,0.497,1.19,1362.42,16.137,3.276918795,7778913,1.986109517,439.4631103,-1.02035,3.330802,-0.1486754,-1.119256,1.412497,-0.6893845
3894,COD,2019,Moderate,0,4.705,-3.778,-2.053,-9.633,49.816,508.953,10.87,3.276918795,1279494185,4.384528881,1647.760127,-1.538931,3.372571,-1.808007,-1.509667,0.713912,-1.365966
3895,COG,2019,In debt distress,1,2.207,3.527,5.822,-3.724,12.542,2745.8,27.251,3.276918795,499693900.9,-3.544130306,585.9110132,-1.409547,3.612293,-0.8926991,-1.299436,1.350291,-1.261732
3896,CIV,2019,Moderate,0,0.806,-2.674,-2.288,10.346,58.581,2229.56,15.029,3.276918795,3002392572,6.231709513,585.9110132,-0.5250723,4.517412,-0.962356,-0.2428631,1.9330934,-0.2225739
3897,ETH,2019,High,1,15.81,-5.317,-2.528,0.531,92.796,960.765,12.793,3.276918795,2224445558,8.364085699,29.06975,-0.4064651,4.3654227,-1.279597,-0.8889709,2.0265218,-1.046125
3898,GMB,2019,In debt distress,1,7.116,-5.3,-2.531,19.866,1.818,774.206,21.044,3.276918795,47636289.8,6.056765744,50.06246137,-0.2852226,4.369324,0.1114135,-0.6649198,2.1284239,-0.2162317
3899,GHA,2019,High,1,7.176,-2.739,-7.341,5.718,66.998,2220.82,13.738,3.276918795,1901116913,6.478394805,5.217366667,-0.0790386,4.789896,0.098347,-0.1110496,2.5468897,0.5842582
3900,GIN,2019,Moderate,0,9.471,-13.698,-0.465,18.16,13.797,1012.5,14.129,3.276918795,91402939.2,5.6,9183.875864,-0.9049651,4.2212542,-0.8306405,-0.7698209,1.290972,-0.7485375
3901,GNB,2019,Moderate,0,0.247,-8.53,-4.607,14.609,1.44,810.558,15.426,3.276918795,16880808,4.600094045,585.9110132,-1.453986,3.485559,-0.562632,-1.233335,1.235955,-0.4587073
3902,LBR,2019,Moderate,0,26.969,-21.547,-4.548,-1.561,3.176,693.818,28.093,3.276918795,40873249.9,-2.278245125,186.4297446,-0.8775807,3.624867,-0.2290139,-0.9789448,1.5047888,-0.0283429
3903,MDG,2019,Low,0,5.623,-2.285,-1.419,14.754,14.124,525.296,13.921,3.276918795,113832287.6,4.851,3618.321858,-1.00937,3.857546,-0.2525476,-0.7300456,1.491187,-0.2205981
3904,MWI,2019,Moderate,0,9.378,-17.147,-6.363,19.792,7.663,377.72,23.171,3.276918795,99773968.8,4.369238991,745.5406679,-0.7811527,4.2505633,-0.2672529,-0.7011955,2.1688766,-0.0948665
3905,MLI,2019,Moderate,0,-2.894,-4.197,-1.68,-6.374,17.324,907.252,21.412,3.276918795,226024175,4.751341534,585.9110132,-0.6966435,3.943556,-2.153436,-0.573186,1.6657664,-0.4140995
3906,MOZ,2019,In debt distress,1,2.785,-20.352,-0.15,-2.128,15.195,487.687,29.867,3.276918795,881212103.7,2.283597203,62.54833333,-0.8010145,4.1767104,-0.7454386,-0.7247643,1.479816,-0.5082347
3907,NER,2019,Moderate,0,-2.52,-12.586,-3.559,2.391,12.912,553.916,18.01,3.276918795,155378310.3,5.90279179,585.9110132,-0.5541663,4.1989383,-1.403038,-0.6687045,1.9670688,-0.5653689
3908,RWA,2019,Low,0,2.426,-9.233,-5.193,10.5,10.123,816.358,23.644,3.276918795,169493324.7,9.428675224,899.350509,0.564346,5.1850227,0.1156722,0.0773843,2.5761882,-1.079368
3909,STP,2019,In debt distress,1,8.356,-12.483,-1.758,7.006,0.422,1980.35,22.543,3.276918795,8873724.5,1.301623446,21.88474182,0.2258455,4.373086,0.5156373,-0.9070695,1.8202977,0.3727669
3910,SEN,2019,Moderate,0,1.02,-7.687,-3.825,4.653,23.579,1445.89,20.189,3.276918795,945907878.1,5.271192358,585.9110132,0.0484844,4.9426306,0.0573639,-0.1122398,2.3092397,0.2603854
3911,SLE,2019,High,1,14.803,-13.51,-2.741,32.525,4.213,539.122,17.548,3.276918795,64652740.4,5.507686458,9010.221144,-0.4113611,3.873405,-0.0981833,-0.8819937,1.7336369,-0.096367
3912,TZA,2019,Low,0,3.449,-2.286,-1.716,8.003,60.81,1079.68,14.668,3.276918795,1452281574,5.791371376,2288.206667,-0.3908709,4.1209496,-0.3620471,-0.6409062,1.9220687,-0.503791
3913,TGO,2019,Moderate,0,0.687,-4.264,2.134,3.814,5.459,675.304,23.351,3.276918795,118474334.8,5.338669812,585.9110132,-0.7497168,4.0826653,-0.805393,-0.6789817,1.9112033,-0.7209277
3914,UGA,2019,Low,0,2.87,-6.488,-5.015,2.995,36.484,916.156,13.662,3.276918795,300061749.6,6.803326813,3704.049072,-1.165626,4.4147999,-0.6457884,-0.3742244,2.1853888,-0.6238396
3915,ZMB,2019,High,1,9.8,0.606,-8.143,-12.488,24.156,1318.47,19.724,3.276918795,2589958239,1.441784548,12.89,-0.6403451,4.3247855,-0.1022162,-0.5542691,2.0379307,-0.2861988
3916,BEN,2005,Moderate,0,4.676,-3.444,-1.523,-1.734,6.571,823.24,12.615,2.981356771,48441194.6,1.713164564,527.2583626,-0.8500885,4.3423732,0.4468158,-0.6539117,1.9584584,-0.0299641
3917,BFA,2005,Moderate,0,6.409,-10.324,-4.89,18.105,6.15,458.187,15.327,2.981356771,45990513.7,8.661873228,527.2583626,-0.1257476,4.4212283,-0.0648551,-0.4010216,1.9799709,-0.4465201
3918,BDI,2005,High,1,13.253,-4.665,-10.556,24.653,1.117,148.71,22.587,2.981356771,40010353.8,0.900000001,1081.577167,-0.9300242,3.750419,-1.524742,-1.364591,1.346115,-0.6342345
3919,CMR,2005,Low,0,1.993,-2.757,3.292,-10.677,17.974,1007.39,16.798,2.981356771,818876650,2.020662307,527.2583626,-1.181337,4.0904411,-0.183143,-0.9296345,1.292113,-1.034067
3920,CAF,2005,In debt distress,1,2.879,-6.235,-4.343,-6.075,1.413,356.688,11.813,2.981356771,6878445.1,0.908210515,527.2583626,-1.278493,3.435491,-1.430053,-1.340983,1.046705,-0.9943755
3921,TCD,2005,High,1,4.449,1.041,-0.068,33.57,6.676,661.203,11.442,2.981356771,54594318.2,17.33253374,527.2583626,-1.506754,3.616108,-1.443999,-1.236425,0.989048,-1.307716
3922,COM,2005,In debt distress,1,3.007,-3.795,0.032,21.027,0.656,1085.66,11.763,2.981356771,4032130.1,2.83754787,395.443772,-0.8848742,3.398967,-0.435432,-1.505809,1.5046498,-0.630451
3923,COD,2005,In debt distress,1,21.545,-3.22,0.639,25.603,12.069,189.034,9.366,2.981356771,217647070.9,6.135151155,473.9080083,-1.418278,3.4281,-2.132514,-1.683722,0.946307,-1.521638
3924,COG,2005,High,1,2.466,6.067,13.403,24.303,6.654,2058.3,35.528,2.981356771,112368096.1,7.755758978,527.2583626,-1.044834,3.729308,-1.166832,-1.314487,1.027441,-1.07914
3925,CIV,2005,In debt distress,1,3.884,0.168,-1.025,4.416,23.625,1287.97,12.572,2.981356771,307109438.6,1.721247367,527.2583626,-1.240558,3.676604,-2.264047,-0.8962979,1.020427,-1.294619
3926,ETH,2005,Moderate,0,11.656,-12.657,-4.122,-4.328,12.387,164.937,18.768,2.981356771,88313921.1,11.81876595,8.666441667,-0.7700803,4.0828696,-1.690749,-1.133831,1.5638786,-1.238757
3927,GMB,2005,In debt distress,1,4.959,-6.283,-3.332,8.9,1.028,665.721,9.614,2.981356771,28688477.5,-2.351729362,28.57543333,-0.7058645,4.2844089,0.2021239,-0.5525596,2.1206185,-1.015846
3928,GHA,2005,Moderate,0,15.095,-4.97,-2.016,1.537,24.521,1147.61,11.847,2.981356771,340493092.2,5.900003916,0.905209486,-0.3671385,4.8126182,0.1683214,-0.1254053,2.3837157,0.1974853
3929,GIN,2005,In debt distress,1,31.358,-0.83,-1.074,3.764,4.506,470.57,9.934,2.981356771,173195278.5,2.997272562,3644.333333,-1.050257,3.952436,-1.156667,-1.079883,1.127999,-1.172005
3930,GNB,2005,In debt distress,1,3.358,-1.635,-4.96,14.451,0.64,482.181,15.206,2.981356771,6370606.7,4.266098931,527.2583626,-1.152722,3.639372,-0.5646369,-1.11762,1.249564,-0.4844251
3931,LBR,2005,In debt distress,1,6.945,2.207,-0.497,-0.422,0.949,316.487,10.999,2.981356771,1843426.4,5.281212071,57.09583333,-1.204036,3.586129,-1.361709,-1.577216,1.173488,-0.4179905
3932,MDG,2005,Moderate,0,18.364,-12.531,-2.475,37.248,5.859,319.537,15.878,2.981356771,79634976.9,4.755845097,2003.025833,-0.0732841,4.6464145,-0.0215053,-0.2185342,2.1474685,-0.1237975
3933,MWI,2005,Moderate,0,8.16,-13.28,-1.898,-11.38,3.656,267.785,24.21,2.981356771,76169243,3.268725828,118.42,-0.70995,4.1883242,0.1045019,-0.4705365,2.3949369,-0.5281026
3934,MLI,2005,Moderate,0,6.414,-7.115,-2.764,16.796,6.251,504.44,18.87,2.981356771,100006798.6,6.534778775,527.2583626,-0.4975321,4.2940899,0.1756825,-0.5534297,2.343197,0.2479338
3935,MOZ,2005,Low,0,6.428,-8.935,-2.145,11.761,8.512,405.139,15.55,2.981356771,392930418.4,6.645908281,23.060965,-0.5324818,4.4755871,0.1245581,-0.7077828,1.8834126,0.0083353
3936,NER,2005,High,1,7.81,-7.106,-1.523,6.578,4.386,321.9,13.981,2.981356771,40492783.5,7.331868841,527.2583626,-0.717895,4.227543,-0.488365,-0.4114659,1.7930974,-0.2835604
3937,RWA,2005,High,1,9.122,1.008,1.277,13.494,2.59,294.344,23.954,2.981356771,28239719.5,9.377899425,557.8226408,-0.6179556,4.0930876,-1.002252,-0.9752049,1.5833933,-1.194444
3938,STP,2005,High,1,17.152,-20.892,26.812,1.274,0.125,809.407,70.478,2.981356771,6654194.9,7.093773747,10.55797033,-0.5369121,4.3177533,0.5757505,-0.8662047,1.968378,0.061735
3939,SEN,2005,Low,0,1.707,-6.143,-0.263,2.54,11.033,994.877,18.376,2.981356771,203538582.5,5.622606856,527.2583626,-0.050289,4.7717485,-0.2044541,-0.2386367,2.5100265,0.0561978
3940,SLE,2005,Moderate,0,13.702,-6.363,-1.937,1.241,1.649,292.1,16.098,2.981356771,18355670.1,4.505095672,2889.5875,-1.066617,3.658681,-0.4792502,-1.088785,1.371062,-0.5309957
3941,TZA,2005,Moderate,0,4.359,-5.461,-3.276,9.512,17.174,459.751,15.038,2.981356771,133189081,7.476319258,1128.934179,-0.5973649,4.5886303,-0.5829188,-0.5023046,2.2207296,-0.3634433
3942,TGO,2005,In debt distress,1,5.295,-8.94,-2.248,2.412,2.283,406.842,15.626,2.981356771,21250892,-4.666299379,527.2583626,-0.8747956,3.557986,-1.446407,-0.7914191,1.420117,-1.221733
3943,UGA,2005,Moderate,0,8.602,0.395,-0.17,12.194,12.46,483.032,14.301,2.981356771,171761252.5,6.332565116,1780.540261,-0.8235874,4.4430253,-1.417637,-0.2744117,1.9191434,-0.597284
3944,ZMB,2005,Low,0,18.325,-2.786,-2.372,6.293,8.332,691.785,20.079,2.981356771,283934369.8,7.235599007,4.465,-0.5917786,4.0647714,0.1050498,-0.7349188,1.9799008,-0.4303459
3945,BEN,2006,Moderate,0,6.355,-3.088,-0.147,10.611,7.034,856.1,12.859,4.786447662,42023701.7,3.943738828,522.4256249,-0.5886191,4.3934112,0.5470105,-0.4275719,1.9660776,0.3627777
3946,BFA,2006,Moderate,0,2.336,-8.308,14.346,6.985,6.548,473.475,36.224,4.786447662,44734442.2,6.253164688,522.4256249,-0.3099104,4.237663,0.1561723,-0.3436106,2.0689648,-0.3418339
3947,BDI,2006,High,1,2.744,-21.287,-9.924,-20.639,1.273,164.575,26.55,4.786447662,19972254.5,5.413807145,1028.683553,-1.095598,3.896653,-1.427005,-1.202598,1.5295595,-0.7231436
3948,CMR,2006,Low,0,4.906,0.999,30.453,-1.272,19.374,1056.32,43.949,4.786447662,749188069.1,3.457668793,522.4256249,-1.086014,4.0506039,-0.2452714,-0.8483388,1.345463,-1.023898
3949,CAF,2006,In debt distress,1,6.815,-2.872,8.584,0.888,1.538,381.315,21.954,4.786447662,71344027.9,4.77108543,522.4256249,-1.210749,3.495575,-1.851548,-1.260503,0.961759,-1.014794
3950,TCD,2006,High,1,9.64,4.579,2.22,-4.665,7.451,712.529,16.152,4.786447662,57157254.9,0.648262014,522.4256249,-1.351849,3.515444,-1.832306,-1.102796,0.951442,-1.418421
3951,COM,2006,In debt distress,1,3.389,-3.248,-1.507,6.52,0.689,1110.98,10.948,4.786447662,3756429,2.646955476,391.8192187,-0.696618,3.322652,-0.3597731,-1.489534,1.5465953,-0.2216852
3952,COD,2006,In debt distress,1,12.845,0.332,1.056,-29.856,14.376,218.022,10.113,4.786447662,289648504.1,5.320979565,468.278825,-1.525243,3.380935,-2.250013,-1.314578,0.882843,-1.230791
3953,COG,2006,High,1,3.706,13.87,15.957,10.243,8.073,2436.38,42.588,4.786447662,87666540.9,7.986238363,522.4256249,-1.10221,3.743937,-0.9244087,-1.212756,1.232912,-1.208369
3954,CIV,2006,In debt distress,1,2.466,1.947,-1.034,1.151,24.628,1308.58,13.427,4.786447662,270053013.4,1.515842363,522.4256249,-1.198453,3.836927,-1.865294,-0.9197752,1.050901,-1.278678
3955,ETH,2006,Moderate,0,13.558,-11.665,-3.788,-3.921,15.31,198.696,18.279,4.786447662,133643624.6,10.83472707,8.698615833,-0.6461358,4.3399859,-1.738937,-1.008481,1.8401635,-1.193717
3956,GMB,2006,In debt distress,1,2.056,-4.296,-3.194,6.856,1.054,662.362,10.828,4.786447662,30340070.6,-0.555580977,28.065725,-0.7218639,4.3248441,-0.0343314,-0.4042953,2.1399347,-0.896951
3957,GHA,2006,Moderate,0,11.683,-5.83,-3.338,10.169,28.785,1315.82,12.099,4.786447662,289000354.8,6.399912502,0.915106799,-0.0210537,5.1603275,0.008032,-0.0638116,2.5544558,0.4075934
3958,GIN,2006,In debt distress,1,34.702,-3.125,-2.18,-7.38,4.178,426.419,11.035,4.786447662,173582198.7,1.164421523,5148.75,-1.115179,3.703708,-1.907449,-1.228478,1.095333,-1.227811
3959,GNB,2006,In debt distress,1,1.953,-6.22,-4.574,-12.394,0.635,467.998,15.233,4.786447662,9829776.2,2.309357998,522.4256249,-1.087825,3.897604,-0.4951869,-0.9375241,1.254162,-0.6288677
3960,LBR,2006,In debt distress,1,9.514,-7.288,4.162,30.629,1.119,360.524,14.634,4.786447662,2095513.5,8.043906248,58.01333333,-0.718835,3.716879,-1.32963,-1.473984,1.6124932,-0.1676431
3961,MDG,2006,Moderate,0,10.766,-9.155,-3.03,-0.258,6.396,338.751,15.444,4.786447662,60699653.9,5.39850845,2142.301667,-0.1858238,4.4013172,0.1834861,-0.1742754,2.0541942,-0.1102595
3962,MWI,2006,Moderate,0,8.337,-17.421,0.561,10.854,3.998,284.729,28.423,4.786447662,70387560.1,4.699999992,136.0125,-0.5493971,4.1403503,0.1192622,-0.5059555,2.2841403,-0.2523139
3963,MLI,2006,Moderate,0,1.519,-3.258,27.783,-1.75,6.906,539.607,49.854,4.786447662,85514153.3,4.662186878,522.4256249,-0.4818845,4.2613406,0.4135443,-0.4555993,2.2098378,0.297409
3964,MOZ,2006,Low,0,13.245,-8.12,-3.153,13.486,9.303,427.955,17.78,4.786447662,548959730.3,9.694374092,25.40077917,-0.6171736,4.3755068,0.5195007,-0.5614842,1.8883425,-0.0863831
3965,NER,2006,High,1,0.04,-6.602,30.956,5.535,4.757,336.298,46.11,4.786447662,169664845.3,5.931049974,522.4256249,-0.8477663,4.2217195,-0.2274929,-0.4932139,1.909213,-0.3245527
3966,RWA,2006,High,1,8.831,-4.04,-0.029,12.501,3.327,369.716,20.492,4.786447662,26768806.4,9.227077874,551.7103333,-0.2080816,4.7458991,-0.6821145,-0.6567397,1.8245797,-1.222134
3967,STP,2006,High,1,23.075,-33.94,17.258,3.979,0.133,839.546,49.724,4.786447662,7055129.4,9.115642105,12.4486425,-0.2851349,4.2267794,0.3461452,-0.6446061,2.0075949,0.2721276
3968,SEN,2006,Low,0,2.114,-6.107,-3.616,-13.59,11.859,1041.89,17.38,4.786447662,186358395.8,2.461570254,522.4256249,-0.3728657,4.7128197,-0.2640902,-0.3104712,2.2783978,0.0617268
3969,SLE,2006,Moderate,0,10.533,-5.043,-1.552,7.067,1.884,323.259,15.082,4.786447662,24672293,4.223914279,2961.909167,-1.019453,3.889423,-0.3021837,-1.143849,1.5129572,-0.326509
3970,TZA,2006,Low,0,7.251,-7.276,-3.385,-2.083,18.878,491.351,14.234,4.786447662,89138835.4,6.53222139,1251.899973,-0.2327513,4.6155571,-0.3557514,-0.3928336,2.0578642,-0.2002937
3971,TGO,2006,In debt distress,1,1.082,-7.503,-2.624,-1.286,2.352,408.104,17.247,4.786447662,26752936.4,2.650132097,522.4256249,-1.039965,3.464926,-0.528969,-0.8759041,1.5573677,-1.195147
3972,UGA,2006,Moderate,0,7.219,-2.176,-0.637,12.162,14.079,527.739,13.058,4.786447662,99854589.4,10.78474439,1831.451851,-0.7859881,4.4584615,-1.140198,-0.2414692,2.1734919,-0.4453833
3973,ZMB,2006,Low,0,9.017,4.645,16.913,6.303,12.757,1030.28,36.604,4.786447662,144820474.9,7.903694445,3.601666667,-0.5515967,4.1475596,0.3625001,-0.6243531,1.9603749,-0.2073383
3974,BEN,2007,Moderate,0,1.194,-6.546,0.222,39.916,8.17,966.317,16.031,5.223405843,36772435.2,5.986349322,478.6337185,-0.4631715,4.4673094,0.3861226,-0.4441905,1.9827572,0.368181
3975,BFA,2007,Moderate,0,-0.233,-7.353,-5.015,5.56,7.627,535.126,17.824,5.223405843,42145840.7,4.111379018,478.6337185,-0.3318754,4.2465804,0.3076967,-0.2646435,2.1006216,-0.3070092
3976,BDI,2007,In debt distress,1,8.412,-32.41,-2.51,21.323,1.356,170.174,36.455,5.223405843,18199197.6,3.45195249,1081.869683,-1.160764,3.73137,-1.375335,-1.244897,1.435364,-0.7140452
3977,CMR,2007,Low,0,1.125,1.277,4.139,20.225,22.397,1187.89,18.523,5.223405843,486125072.4,4.902201732,478.6337185,-1.020625,4.158743,-0.3250326,-0.8477936,1.315307,-1.049566
3978,CAF,2007,In debt distress,1,0.96,-6.025,1.044,5.321,1.755,427.313,13.915,5.223405843,89845392.7,4.607534855,478.6337185,-1.189861,3.462972,-1.854586,-1.293416,0.931629,-1.083287
3979,TCD,2007,High,1,-7.44,8.15,2.525,-3.799,8.687,803.018,19.586,5.223405843,68608463.6,3.271499579,478.6337185,-1.383073,3.373879,-1.865933,-1.133406,0.961145,-1.451322
3980,COM,2007,In debt distress,1,4.486,-2.897,-1.179,5.742,0.796,1251.86,11.884,5.223405843,26173456.5,0.800042349,358.9752889,-0.7067446,3.242416,-1.094133,-1.44984,1.488649,-0.388407
3981,COD,2007,In debt distress,1,16.672,3.149,0.454,75.664,16.737,245.818,10.188,5.223405843,500821216.9,6.259477764,516.7498917,-1.357004,3.254317,-2.176482,-1.254051,0.889621,-1.211481
3982,COG,2007,High,1,2.595,-24,8.986,-16.14,8.784,2586.3,37.568,5.223405843,108369388,-6.613994804,478.6337185,-1.146641,3.677734,-0.77008,-1.203904,1.264742,-1.233997
3983,CIV,2007,In debt distress,1,1.896,-0.494,-0.389,-11.148,28.158,1458.24,14.454,5.223405843,431263472.7,1.765036784,478.6337185,-1.091263,3.790403,-1.838058,-0.8458249,1.044949,-1.20209
3984,ETH,2007,Moderate,0,17.245,-4.284,-3.567,17.183,19.329,244.495,16.954,5.223405843,126908778.7,11.456167,8.96595,-0.6287453,4.5615431,-1.803412,-0.9442089,1.8511661,-1.203705
3985,GMB,2007,High,1,5.37,-5.18,0.275,1.69,1.28,780.379,11.469,5.223405843,33934169.6,3.043249508,24.87343333,-0.728481,4.4256753,0.0477552,-0.3740375,2.1875106,-0.891591
3986,GHA,2007,Moderate,0,10.729,-6.357,-5.278,6.06,33.942,1516.07,12.765,5.223405843,234871044.8,4.346819164,0.932619195,0.0390468,5.1288427,-0.0717858,-0.048031,2.535718,0.4973204
3987,GIN,2007,In debt distress,1,22.861,-7.298,1.263,0.143,6.317,628.711,9.937,5.223405843,175570184.5,6.827474427,4197.752004,-1.279774,3.752041,-2.400169,-1.229044,1.055286,-1.368684
3988,GNB,2007,In debt distress,1,4.627,-4.072,-8.774,17.776,0.753,543.408,14.915,5.223405843,10555941.6,3.262955456,478.6337185,-1.19099,3.918241,-0.4599775,-1.090201,1.186147,-0.7123835
3989,LBR,2007,In debt distress,1,11.391,-4.247,2.24,-0.22,1.373,424.942,18.029,5.223405843,643115505.8,9.535279869,61.27222222,-0.4577956,3.785395,-1.243969,-1.196742,1.6102784,-0.1427099
3990,MDG,2007,Low,0,10.288,-11.493,-2.308,8.863,8.525,438.655,13.779,5.223405843,34604670.4,5.710564197,1873.876667,-0.1902263,4.5355316,0.0896575,-0.210702,2.1163926,-0.1390652
3991,MWI,2007,Moderate,0,8.516,-8.223,-2.841,44.601,4.431,306.9,28.259,5.223405843,33671317.6,9.600000003,139.9575,-0.514421,4.4630846,0.0824758,-0.4459907,2.3444452,-0.2619393
3992,MLI,2007,Low,0,1.456,-5.563,-2.784,-6.056,8.157,616.723,18.705,5.223405843,64239581.1,3.493616813,478.6337185,-0.425326,4.2489144,0.2309478,-0.358832,2.3169901,0.2253906
3993,MOZ,2007,Low,0,8.161,-7.463,-2.272,-4.415,10.534,471.128,19.427,5.223405843,1159188562,7.729746242,25.84034145,-0.5154082,4.4871909,0.3576092,-0.5535753,1.9021773,-0.0817874
3994,NER,2007,Moderate,0,0.054,-6.136,-0.745,2.7,5.732,390.329,16.605,5.223405843,30587688.3,3.142724084,478.6337185,-0.7518947,4.2239342,-0.4584392,-0.5021631,1.9014568,-0.3680814
3995,RWA,2007,High,1,9.081,-2.044,-1.55,25.475,4.082,443.725,20.788,5.223405843,23588335.5,7.633281208,546.955,-0.0012737,4.8049439,-0.3583081,-0.6372008,1.922875,-1.246036
3996,STP,2007,Moderate,0,18.55,84.849,125.135,14.991,0.145,885.101,164.054,5.223405843,6472097.1,3.253605149,13.536755,-0.3041009,4.2945958,0.393939,-0.7458607,2.065534,0.1911356
3997,SEN,2007,Low,0,5.863,-9.344,-2.737,25.299,14.307,1224.13,18.953,5.223405843,190168049.5,4.938485083,478.6337185,-0.5078148,4.5256464,-0.2438859,-0.353941,2.2604589,-0.1817141
3998,SLE,2007,Moderate,0,16.97,-7.418,20.09,-5.081,2.159,360.425,33.043,5.223405843,10673176.4,8.058145152,2985.185833,-0.9119571,3.846923,-0.0608303,-1.070928,1.5116718,-0.2184993
3999,TZA,2007,Low,0,7.028,-8.391,-1.444,-0.413,21.811,551.879,16.401,5.223405843,72825052.7,6.768535202,1245.035464,-0.3374165,4.6033066,-0.3856436,-0.41469,2.1270633,-0.1424699
4000,TGO,2007,In debt distress,1,0.433,-8.114,-2.588,0.707,2.663,449.791,16.75,5.223405843,15449575.1,-1.175120389,478.6337185,-0.9900438,3.466913,-0.3408129,-0.9354221,1.5768278,-1.067694
4001,UGA,2007,Low,0,6.09,-3.15,-0.815,20.703,17.512,634.361,12.417,5.223405843,66620884.9,8.412425966,1723.491587,-0.8213381,4.5676824,-0.9151093,-0.2207041,2.1404127,-0.4860639
4002,ZMB,2007,Low,0,10.655,-1.238,-1.037,3.096,14.057,1103.45,18.886,5.223405843,124749303.5,8.352436244,4.001666667,-0.4050106,4.2758886,0.3634163,-0.4928786,1.9747609,-0.2069852
4003,BEN,2008,Moderate,0,6.767,-5.499,-0.041,1.302,9.787,1125.3,14.509,3.082411335,30136093.5,4.896577084,446.0000414,-0.5033103,4.5376319,0.3745913,-0.4972941,1.9660892,0.3446475
4004,BFA,2008,High,1,10.668,-10.232,-3.627,9.003,9.45,643.334,14.963,3.082411335,41836080.7,5.799991741,446.0000414,-0.3048229,4.5102022,0.120163,-0.1939826,2.1551186,-0.2834808
4005,BDI,2008,In debt distress,1,24.407,-9.821,-2.704,16.101,1.612,195.79,38.458,3.082411335,19630496.3,4.861712995,1185.690833,-1.090768,3.872951,-1.638164,-1.243566,1.476867,-0.6852906
4006,CMR,2008,Low,0,5.338,-1.703,2.09,-4.454,26.514,1367.9,18.722,3.082411335,437898436,3.488800919,446.0000414,-1.022167,4.1941795,-0.5508961,-0.8271499,1.400142,-1.067796
4007,CAF,2008,High,1,9.259,-9.71,-1.231,-12.378,2.033,485.807,14.796,3.082411335,26956856.8,2.054130962,446.0000414,-1.115491,3.625589,-1.842395,-1.206067,1.085214,-0.9880777
4008,TCD,2008,High,1,8.333,3.552,3.614,-9.179,10.43,932.601,22.409,3.082411335,137290536.1,3.052691532,446.0000414,-1.522943,3.423347,-1.966756,-1.175087,0.883302,-1.445907
4009,COM,2008,In debt distress,1,4.816,-6.059,-1.464,-3.103,0.916,1403.8,13.664,3.082411335,12367449.3,3.999971991,334.5000311,-0.7902945,3.224463,-1.107348,-1.494797,1.467032,-0.2873705
4010,COD,2008,In debt distress,1,17.966,-0.766,-0.477,11.029,19.709,280.395,11.194,3.082411335,592150074.6,6.225894269,559.2925083,-1.244319,3.334546,-2.005968,-1.296066,0.940679,-1.387891
4011,COG,2008,High,1,6.02,7.462,23.897,-5.584,11.649,3346.18,48.063,3.082411335,167418074,6.306375956,446.0000414,-1.175675,3.779446,-0.7200658,-1.267693,1.304606,-1.155456
4012,CIV,2008,In debt distress,1,6.315,1.349,-0.21,-4.608,33.621,1697.05,14.38,3.082411335,1048013371,2.542841476,446.0000414,-1.107821,3.756996,-1.806674,-0.9032416,1.078469,-1.16756
